site;variable;value;Year;Month;Type;var
1030;snow.snow_20170206;0;2017;2;snow;snow02
1032;snow.snow_20170206;0;2017;2;snow;snow02
1076;snow.snow_20170206;2.18321361072109;2017;2;snow;snow02
1206;snow.snow_20170206;0;2017;2;snow;snow02
1367;snow.snow_20170206;0;2017;2;snow;snow02
2813;snow.snow_20170206;0;2017;2;snow;snow02
3222;snow.snow_20170206;1.37330789301047;2017;2;snow;snow02
3225;snow.snow_20170206;1.37330789301047;2017;2;snow;snow02
3379;snow.snow_20170206;0;2017;2;snow;snow02
4193;snow.snow_20170206;0;2017;2;snow;snow02
8560;snow.snow_20170206;0;2017;2;snow;snow02
9150;snow.snow_20170206;0;2017;2;snow;snow02
9646;snow.snow_20170206;0;2017;2;snow;snow02
187;snow.snow_20170207;3.20293938252329;2017;2;snow;snow02
617;snow.snow_20170207;0;2017;2;snow;snow02
657;snow.snow_20170207;4.69040376114976;2017;2;snow;snow02
853;snow.snow_20170207;0;2017;2;snow;snow02
861;snow.snow_20170207;0;2017;2;snow;snow02
946;snow.snow_20170207;0;2017;2;snow;snow02
950;snow.snow_20170207;3.20293938252329;2017;2;snow;snow02
1030;snow.snow_20170207;0;2017;2;snow;snow02
1032;snow.snow_20170207;0;2017;2;snow;snow02
1076;snow.snow_20170207;4.69040376114976;2017;2;snow;snow02
1206;snow.snow_20170207;0;2017;2;snow;snow02
1367;snow.snow_20170207;0;2017;2;snow;snow02
2813;snow.snow_20170207;0;2017;2;snow;snow02
3222;snow.snow_20170207;0;2017;2;snow;snow02
3225;snow.snow_20170207;0;2017;2;snow;snow02
3379;snow.snow_20170207;0;2017;2;snow;snow02
4193;snow.snow_20170207;0;2017;2;snow;snow02
8560;snow.snow_20170207;0;2017;2;snow;snow02
9150;snow.snow_20170207;0;2017;2;snow;snow02
9646;snow.snow_20170207;0;2017;2;snow;snow02
187;snow.snow_20170208;0;2017;2;snow;snow02
617;snow.snow_20170208;0;2017;2;snow;snow02
657;snow.snow_20170208;0;2017;2;snow;snow02
853;snow.snow_20170208;0;2017;2;snow;snow02
861;snow.snow_20170208;0;2017;2;snow;snow02
946;snow.snow_20170208;0;2017;2;snow;snow02
950;snow.snow_20170208;0;2017;2;snow;snow02
1030;snow.snow_20170208;0;2017;2;snow;snow02
1032;snow.snow_20170208;0;2017;2;snow;snow02
1076;snow.snow_20170208;0;2017;2;snow;snow02
1206;snow.snow_20170208;0;2017;2;snow;snow02
1367;snow.snow_20170208;0;2017;2;snow;snow02
2813;snow.snow_20170208;0;2017;2;snow;snow02
3222;snow.snow_20170208;1.18539214693387;2017;2;snow;snow02
3225;snow.snow_20170208;1.18539214693387;2017;2;snow;snow02
3379;snow.snow_20170208;0;2017;2;snow;snow02
4193;snow.snow_20170208;0;2017;2;snow;snow02
8560;snow.snow_20170208;0;2017;2;snow;snow02
9150;snow.snow_20170208;0;2017;2;snow;snow02
9646;snow.snow_20170208;0;2017;2;snow;snow02
187;snow.snow_20170209;0;2017;2;snow;snow02
617;snow.snow_20170209;0;2017;2;snow;snow02
657;snow.snow_20170209;0;2017;2;snow;snow02
853;snow.snow_20170209;0;2017;2;snow;snow02
861;snow.snow_20170209;0;2017;2;snow;snow02
946;snow.snow_20170209;0;2017;2;snow;snow02
950;snow.snow_20170209;0;2017;2;snow;snow02
1030;snow.snow_20170209;0;2017;2;snow;snow02
1032;snow.snow_20170209;0;2017;2;snow;snow02
1076;snow.snow_20170209;0;2017;2;snow;snow02
1206;snow.snow_20170209;0;2017;2;snow;snow02
1367;snow.snow_20170209;0;2017;2;snow;snow02
2813;snow.snow_20170209;0;2017;2;snow;snow02
3222;snow.snow_20170209;0;2017;2;snow;snow02
3225;snow.snow_20170209;0;2017;2;snow;snow02
3379;snow.snow_20170209;0;2017;2;snow;snow02
4193;snow.snow_20170209;0;2017;2;snow;snow02
8560;snow.snow_20170209;0;2017;2;snow;snow02
9150;snow.snow_20170209;0;2017;2;snow;snow02
9646;snow.snow_20170209;0;2017;2;snow;snow02
187;snow.snow_20170210;0;2017;2;snow;snow02
617;snow.snow_20170210;0;2017;2;snow;snow02
657;snow.snow_20170210;0;2017;2;snow;snow02
853;snow.snow_20170210;0;2017;2;snow;snow02
861;snow.snow_20170210;0;2017;2;snow;snow02
946;snow.snow_20170210;0;2017;2;snow;snow02
950;snow.snow_20170210;0;2017;2;snow;snow02
1030;snow.snow_20170210;0;2017;2;snow;snow02
1032;snow.snow_20170210;0;2017;2;snow;snow02
1076;snow.snow_20170210;0;2017;2;snow;snow02
1206;snow.snow_20170210;0;2017;2;snow;snow02
1367;snow.snow_20170210;0;2017;2;snow;snow02
2813;snow.snow_20170210;0;2017;2;snow;snow02
3222;snow.snow_20170210;0;2017;2;snow;snow02
3225;snow.snow_20170210;0;2017;2;snow;snow02
3379;snow.snow_20170210;0;2017;2;snow;snow02
4193;snow.snow_20170210;0;2017;2;snow;snow02
8560;snow.snow_20170210;0;2017;2;snow;snow02
9150;snow.snow_20170210;0;2017;2;snow;snow02
9646;snow.snow_20170210;0;2017;2;snow;snow02
187;snow.snow_20170211;0;2017;2;snow;snow02
617;snow.snow_20170211;0;2017;2;snow;snow02
657;snow.snow_20170211;0;2017;2;snow;snow02
853;snow.snow_20170211;0;2017;2;snow;snow02
861;snow.snow_20170211;0;2017;2;snow;snow02
946;snow.snow_20170211;0;2017;2;snow;snow02
950;snow.snow_20170211;0;2017;2;snow;snow02
1030;snow.snow_20170211;0;2017;2;snow;snow02
1032;snow.snow_20170211;0;2017;2;snow;snow02
1076;snow.snow_20170211;0;2017;2;snow;snow02
1206;snow.snow_20170211;0;2017;2;snow;snow02
1367;snow.snow_20170211;0;2017;2;snow;snow02
2813;snow.snow_20170211;0;2017;2;snow;snow02
3222;snow.snow_20170211;3.19907830126612;2017;2;snow;snow02
3225;snow.snow_20170211;3.19907830126612;2017;2;snow;snow02
3379;snow.snow_20170211;0;2017;2;snow;snow02
4193;snow.snow_20170211;0;2017;2;snow;snow02
8560;snow.snow_20170211;0;2017;2;snow;snow02
9150;snow.snow_20170211;0;2017;2;snow;snow02
9646;snow.snow_20170211;0;2017;2;snow;snow02
187;snow.snow_20170212;0;2017;2;snow;snow02
617;snow.snow_20170212;0;2017;2;snow;snow02
657;snow.snow_20170212;0;2017;2;snow;snow02
853;snow.snow_20170212;0;2017;2;snow;snow02
861;snow.snow_20170212;0;2017;2;snow;snow02
946;snow.snow_20170212;0;2017;2;snow;snow02
950;snow.snow_20170212;0;2017;2;snow;snow02
1030;snow.snow_20170212;0;2017;2;snow;snow02
1032;snow.snow_20170212;0;2017;2;snow;snow02
1076;snow.snow_20170212;0;2017;2;snow;snow02
1206;snow.snow_20170212;0;2017;2;snow;snow02
1367;snow.snow_20170212;0;2017;2;snow;snow02
2813;snow.snow_20170212;0;2017;2;snow;snow02
3222;snow.snow_20170212;1.44674587079264;2017;2;snow;snow02
3225;snow.snow_20170212;1.44674587079264;2017;2;snow;snow02
3379;snow.snow_20170212;0;2017;2;snow;snow02
4193;snow.snow_20170212;0;2017;2;snow;snow02
8560;snow.snow_20170212;0;2017;2;snow;snow02
9150;snow.snow_20170212;0;2017;2;snow;snow02
9646;snow.snow_20170212;0;2017;2;snow;snow02
187;snow.snow_20170213;0;2017;2;snow;snow02
617;snow.snow_20170213;0;2017;2;snow;snow02
657;snow.snow_20170213;0;2017;2;snow;snow02
853;snow.snow_20170213;3.85365093861303;2017;2;snow;snow02
861;snow.snow_20170213;0;2017;2;snow;snow02
946;snow.snow_20170213;0;2017;2;snow;snow02
950;snow.snow_20170213;0;2017;2;snow;snow02
1030;snow.snow_20170213;0;2017;2;snow;snow02
1032;snow.snow_20170213;0;2017;2;snow;snow02
1076;snow.snow_20170213;0;2017;2;snow;snow02
1206;snow.snow_20170213;0;2017;2;snow;snow02
1367;snow.snow_20170213;0;2017;2;snow;snow02
2813;snow.snow_20170213;0;2017;2;snow;snow02
3222;snow.snow_20170213;2.61543601182512;2017;2;snow;snow02
3225;snow.snow_20170213;2.61543601182512;2017;2;snow;snow02
3379;snow.snow_20170213;0;2017;2;snow;snow02
4193;snow.snow_20170213;0;2017;2;snow;snow02
8560;snow.snow_20170213;0;2017;2;snow;snow02
9150;snow.snow_20170213;0;2017;2;snow;snow02
9646;snow.snow_20170213;0;2017;2;snow;snow02
187;snow.snow_20170214;0;2017;2;snow;snow02
617;snow.snow_20170214;0;2017;2;snow;snow02
657;snow.snow_20170214;0;2017;2;snow;snow02
853;snow.snow_20170214;0;2017;2;snow;snow02
861;snow.snow_20170214;0;2017;2;snow;snow02
946;snow.snow_20170214;0;2017;2;snow;snow02
950;snow.snow_20170214;0;2017;2;snow;snow02
1030;snow.snow_20170214;0;2017;2;snow;snow02
1032;snow.snow_20170214;0;2017;2;snow;snow02
1076;snow.snow_20170214;0;2017;2;snow;snow02
1206;snow.snow_20170214;0;2017;2;snow;snow02
1367;snow.snow_20170214;0;2017;2;snow;snow02
2813;snow.snow_20170214;0;2017;2;snow;snow02
3222;snow.snow_20170214;0;2017;2;snow;snow02
3225;snow.snow_20170214;0;2017;2;snow;snow02
3379;snow.snow_20170214;0;2017;2;snow;snow02
4193;snow.snow_20170214;0;2017;2;snow;snow02
8560;snow.snow_20170214;0;2017;2;snow;snow02
9150;snow.snow_20170214;0;2017;2;snow;snow02
9646;snow.snow_20170214;0;2017;2;snow;snow02
187;snow.snow_20170215;1.80982902308989;2017;2;snow;snow02
617;snow.snow_20170215;0;2017;2;snow;snow02
657;snow.snow_20170215;2.19198748100561;2017;2;snow;snow02
853;snow.snow_20170215;0;2017;2;snow;snow02
861;snow.snow_20170215;0;2017;2;snow;snow02
946;snow.snow_20170215;0;2017;2;snow;snow02
950;snow.snow_20170215;1.80982902308989;2017;2;snow;snow02
1030;snow.snow_20170215;0;2017;2;snow;snow02
1032;snow.snow_20170215;0;2017;2;snow;snow02
1076;snow.snow_20170215;2.19198748100561;2017;2;snow;snow02
1206;snow.snow_20170215;0;2017;2;snow;snow02
1367;snow.snow_20170215;0;2017;2;snow;snow02
2813;snow.snow_20170215;0;2017;2;snow;snow02
3222;snow.snow_20170215;1.4282370977558;2017;2;snow;snow02
3225;snow.snow_20170215;1.4282370977558;2017;2;snow;snow02
3379;snow.snow_20170215;0;2017;2;snow;snow02
4193;snow.snow_20170215;0;2017;2;snow;snow02
8560;snow.snow_20170215;0;2017;2;snow;snow02
9150;snow.snow_20170215;0;2017;2;snow;snow02
9646;snow.snow_20170215;0;2017;2;snow;snow02
187;snow.snow_20170216;0;2017;2;snow;snow02
617;snow.snow_20170216;0;2017;2;snow;snow02
657;snow.snow_20170216;0;2017;2;snow;snow02
853;snow.snow_20170216;0;2017;2;snow;snow02
861;snow.snow_20170216;0;2017;2;snow;snow02
946;snow.snow_20170216;0;2017;2;snow;snow02
950;snow.snow_20170216;0;2017;2;snow;snow02
1030;snow.snow_20170216;0;2017;2;snow;snow02
1032;snow.snow_20170216;0;2017;2;snow;snow02
1076;snow.snow_20170216;0;2017;2;snow;snow02
1206;snow.snow_20170216;0;2017;2;snow;snow02
1367;snow.snow_20170216;0;2017;2;snow;snow02
2813;snow.snow_20170216;0;2017;2;snow;snow02
3222;snow.snow_20170216;0;2017;2;snow;snow02
3225;snow.snow_20170216;0;2017;2;snow;snow02
3379;snow.snow_20170216;0;2017;2;snow;snow02
4193;snow.snow_20170216;0;2017;2;snow;snow02
8560;snow.snow_20170216;0;2017;2;snow;snow02
9150;snow.snow_20170216;0;2017;2;snow;snow02
9646;snow.snow_20170216;0;2017;2;snow;snow02
187;snow.snow_20170217;0;2017;2;snow;snow02
617;snow.snow_20170217;0;2017;2;snow;snow02
657;snow.snow_20170217;0;2017;2;snow;snow02
853;snow.snow_20170217;0;2017;2;snow;snow02
861;snow.snow_20170217;0;2017;2;snow;snow02
946;snow.snow_20170217;0;2017;2;snow;snow02
950;snow.snow_20170217;0;2017;2;snow;snow02
1030;snow.snow_20170217;0;2017;2;snow;snow02
1032;snow.snow_20170217;0;2017;2;snow;snow02
1076;snow.snow_20170217;0;2017;2;snow;snow02
1206;snow.snow_20170217;0;2017;2;snow;snow02
1367;snow.snow_20170217;0;2017;2;snow;snow02
2813;snow.snow_20170217;0;2017;2;snow;snow02
3222;snow.snow_20170217;0;2017;2;snow;snow02
3225;snow.snow_20170217;0;2017;2;snow;snow02
3379;snow.snow_20170217;0;2017;2;snow;snow02
4193;snow.snow_20170217;0;2017;2;snow;snow02
8560;snow.snow_20170217;0;2017;2;snow;snow02
9150;snow.snow_20170217;0;2017;2;snow;snow02
9646;snow.snow_20170217;0;2017;2;snow;snow02
187;snow.snow_20170218;0;2017;2;snow;snow02
617;snow.snow_20170218;0;2017;2;snow;snow02
657;snow.snow_20170218;0;2017;2;snow;snow02
853;snow.snow_20170218;0;2017;2;snow;snow02
861;snow.snow_20170218;0;2017;2;snow;snow02
946;snow.snow_20170218;0;2017;2;snow;snow02
950;snow.snow_20170218;0;2017;2;snow;snow02
1030;snow.snow_20170218;0;2017;2;snow;snow02
1032;snow.snow_20170218;0;2017;2;snow;snow02
1076;snow.snow_20170218;0;2017;2;snow;snow02
1206;snow.snow_20170218;0;2017;2;snow;snow02
1367;snow.snow_20170218;0;2017;2;snow;snow02
2813;snow.snow_20170218;0;2017;2;snow;snow02
3222;snow.snow_20170218;0;2017;2;snow;snow02
3225;snow.snow_20170218;0;2017;2;snow;snow02
3379;snow.snow_20170218;0;2017;2;snow;snow02
4193;snow.snow_20170218;0;2017;2;snow;snow02
8560;snow.snow_20170218;0;2017;2;snow;snow02
9150;snow.snow_20170218;0;2017;2;snow;snow02
9646;snow.snow_20170218;0;2017;2;snow;snow02
187;snow.snow_20170219;0;2017;2;snow;snow02
617;snow.snow_20170219;0;2017;2;snow;snow02
657;snow.snow_20170219;0;2017;2;snow;snow02
853;snow.snow_20170219;0;2017;2;snow;snow02
861;snow.snow_20170219;0;2017;2;snow;snow02
946;snow.snow_20170219;0;2017;2;snow;snow02
950;snow.snow_20170219;0;2017;2;snow;snow02
1030;snow.snow_20170219;0;2017;2;snow;snow02
1032;snow.snow_20170219;0;2017;2;snow;snow02
1076;snow.snow_20170219;0;2017;2;snow;snow02
1206;snow.snow_20170219;0;2017;2;snow;snow02
1367;snow.snow_20170219;0;2017;2;snow;snow02
2813;snow.snow_20170219;0;2017;2;snow;snow02
3222;snow.snow_20170219;0;2017;2;snow;snow02
3225;snow.snow_20170219;0;2017;2;snow;snow02
3379;snow.snow_20170219;0;2017;2;snow;snow02
4193;snow.snow_20170219;0;2017;2;snow;snow02
8560;snow.snow_20170219;0;2017;2;snow;snow02
9150;snow.snow_20170219;0;2017;2;snow;snow02
9646;snow.snow_20170219;0;2017;2;snow;snow02
187;snow.snow_20170220;0;2017;2;snow;snow02
617;snow.snow_20170220;0;2017;2;snow;snow02
657;snow.snow_20170220;0;2017;2;snow;snow02
853;snow.snow_20170220;0;2017;2;snow;snow02
861;snow.snow_20170220;0;2017;2;snow;snow02
946;snow.snow_20170220;0;2017;2;snow;snow02
950;snow.snow_20170220;0;2017;2;snow;snow02
1030;snow.snow_20170220;0;2017;2;snow;snow02
1032;snow.snow_20170220;0;2017;2;snow;snow02
1076;snow.snow_20170220;0;2017;2;snow;snow02
1206;snow.snow_20170220;0;2017;2;snow;snow02
1367;snow.snow_20170220;0;2017;2;snow;snow02
2813;snow.snow_20170220;0;2017;2;snow;snow02
3222;snow.snow_20170220;0;2017;2;snow;snow02
3225;snow.snow_20170220;0;2017;2;snow;snow02
3379;snow.snow_20170220;0;2017;2;snow;snow02
4193;snow.snow_20170220;0;2017;2;snow;snow02
8560;snow.snow_20170220;0;2017;2;snow;snow02
9150;snow.snow_20170220;0;2017;2;snow;snow02
9646;snow.snow_20170220;0;2017;2;snow;snow02
187;snow.snow_20170221;0;2017;2;snow;snow02
617;snow.snow_20170221;0;2017;2;snow;snow02
657;snow.snow_20170221;0;2017;2;snow;snow02
853;snow.snow_20170221;0;2017;2;snow;snow02
861;snow.snow_20170221;0;2017;2;snow;snow02
946;snow.snow_20170221;0;2017;2;snow;snow02
950;snow.snow_20170221;0;2017;2;snow;snow02
1030;snow.snow_20170221;0;2017;2;snow;snow02
1032;snow.snow_20170221;0;2017;2;snow;snow02
1076;snow.snow_20170221;0;2017;2;snow;snow02
1206;snow.snow_20170221;0;2017;2;snow;snow02
1367;snow.snow_20170221;0;2017;2;snow;snow02
2813;snow.snow_20170221;0;2017;2;snow;snow02
3222;snow.snow_20170221;6.05909928003147;2017;2;snow;snow02
3225;snow.snow_20170221;6.05909928003147;2017;2;snow;snow02
3379;snow.snow_20170221;0;2017;2;snow;snow02
4193;snow.snow_20170221;0;2017;2;snow;snow02
8560;snow.snow_20170221;0;2017;2;snow;snow02
9150;snow.snow_20170221;0;2017;2;snow;snow02
9646;snow.snow_20170221;0;2017;2;snow;snow02
187;snow.snow_20170222;0;2017;2;snow;snow02
617;snow.snow_20170222;1.10948967116854;2017;2;snow;snow02
657;snow.snow_20170222;0;2017;2;snow;snow02
853;snow.snow_20170222;0;2017;2;snow;snow02
861;snow.snow_20170222;0;2017;2;snow;snow02
946;snow.snow_20170222;0;2017;2;snow;snow02
950;snow.snow_20170222;0;2017;2;snow;snow02
1030;snow.snow_20170222;0;2017;2;snow;snow02
1032;snow.snow_20170222;0;2017;2;snow;snow02
1076;snow.snow_20170222;0;2017;2;snow;snow02
1206;snow.snow_20170222;0;2017;2;snow;snow02
1367;snow.snow_20170222;0;2017;2;snow;snow02
2813;snow.snow_20170222;0;2017;2;snow;snow02
3222;snow.snow_20170222;4.37118268907126;2017;2;snow;snow02
3225;snow.snow_20170222;4.37118268907126;2017;2;snow;snow02
3379;snow.snow_20170222;2.56359305364475;2017;2;snow;snow02
4193;snow.snow_20170222;1.10948967116854;2017;2;snow;snow02
8560;snow.snow_20170222;0;2017;2;snow;snow02
9150;snow.snow_20170222;0;2017;2;snow;snow02
9646;snow.snow_20170222;0;2017;2;snow;snow02
187;snow.snow_20170223;5.21408699846872;2017;2;snow;snow02
617;snow.snow_20170223;1.98774982956094;2017;2;snow;snow02
657;snow.snow_20170223;5.56803682716894;2017;2;snow;snow02
853;snow.snow_20170223;4.78644757534693;2017;2;snow;snow02
861;snow.snow_20170223;1.34218994899227;2017;2;snow;snow02
946;snow.snow_20170223;2.30314757321639;2017;2;snow;snow02
950;snow.snow_20170223;5.21408699846872;2017;2;snow;snow02
1030;snow.snow_20170223;4.47356128922752;2017;2;snow;snow02
1032;snow.snow_20170223;4.47356128922752;2017;2;snow;snow02
1076;snow.snow_20170223;5.56803682716894;2017;2;snow;snow02
1206;snow.snow_20170223;0.894581523670026;2017;2;snow;snow02
1367;snow.snow_20170223;1.34218994899227;2017;2;snow;snow02
2813;snow.snow_20170223;0.418288572712206;2017;2;snow;snow02
3222;snow.snow_20170223;4.01028974861573;2017;2;snow;snow02
3225;snow.snow_20170223;4.01028974861573;2017;2;snow;snow02
3379;snow.snow_20170223;0.525650139807564;2017;2;snow;snow02
4193;snow.snow_20170223;1.98774982956094;2017;2;snow;snow02
8560;snow.snow_20170223;0.894581523670026;2017;2;snow;snow02
9150;snow.snow_20170223;0;2017;2;snow;snow02
9646;snow.snow_20170223;1.34218994899227;2017;2;snow;snow02
187;snow.snow_20170224;5.43749655445618;2017;2;snow;snow02
617;snow.snow_20170224;1.55670330906748;2017;2;snow;snow02
657;snow.snow_20170224;6.32993651058463;2017;2;snow;snow02
853;snow.snow_20170224;6.17342330212545;2017;2;snow;snow02
861;snow.snow_20170224;1.3070489877209;2017;2;snow;snow02
946;snow.snow_20170224;1.64535853829901;2017;2;snow;snow02
950;snow.snow_20170224;5.43749655445618;2017;2;snow;snow02
1030;snow.snow_20170224;5.3122414596483;2017;2;snow;snow02
1032;snow.snow_20170224;5.3122414596483;2017;2;snow;snow02
1076;snow.snow_20170224;6.32993651058463;2017;2;snow;snow02
1206;snow.snow_20170224;0.223133203065126;2017;2;snow;snow02
1367;snow.snow_20170224;1.3070489877209;2017;2;snow;snow02
2813;snow.snow_20170224;0;2017;2;snow;snow02
3222;snow.snow_20170224;6.67649763810916;2017;2;snow;snow02
3225;snow.snow_20170224;6.67649763810916;2017;2;snow;snow02
3379;snow.snow_20170224;0.818273167468564;2017;2;snow;snow02
4193;snow.snow_20170224;1.55670330906748;2017;2;snow;snow02
8560;snow.snow_20170224;0.223133203065126;2017;2;snow;snow02
9150;snow.snow_20170224;0;2017;2;snow;snow02
9646;snow.snow_20170224;1.3070489877209;2017;2;snow;snow02
187;snow.snow_20170225;8.75732804080856;2017;2;snow;snow02
617;snow.snow_20170225;0.716549979095475;2017;2;snow;snow02
657;snow.snow_20170225;8.92257843494592;2017;2;snow;snow02
853;snow.snow_20170225;9.74596857045218;2017;2;snow;snow02
861;snow.snow_20170225;3.37921558927618;2017;2;snow;snow02
946;snow.snow_20170225;5.64376609131967;2017;2;snow;snow02
950;snow.snow_20170225;8.75732804080856;2017;2;snow;snow02
1030;snow.snow_20170225;7.32064656212819;2017;2;snow;snow02
1032;snow.snow_20170225;7.32064656212819;2017;2;snow;snow02
1076;snow.snow_20170225;8.92257843494592;2017;2;snow;snow02
1206;snow.snow_20170225;3.82588570155864;2017;2;snow;snow02
1367;snow.snow_20170225;3.37921558927618;2017;2;snow;snow02
2813;snow.snow_20170225;0;2017;2;snow;snow02
3222;snow.snow_20170225;11.4157666622112;2017;2;snow;snow02
3225;snow.snow_20170225;11.4157666622112;2017;2;snow;snow02
3379;snow.snow_20170225;0;2017;2;snow;snow02
4193;snow.snow_20170225;0.716549979095475;2017;2;snow;snow02
8560;snow.snow_20170225;3.82588570155864;2017;2;snow;snow02
9150;snow.snow_20170225;0;2017;2;snow;snow02
9646;snow.snow_20170225;3.37921558927618;2017;2;snow;snow02
187;snow.snow_20170226;10.7783784332608;2017;2;snow;snow02
617;snow.snow_20170226;3.08603475875449;2017;2;snow;snow02
657;snow.snow_20170226;11.299388512457;2017;2;snow;snow02
853;snow.snow_20170226;12.5155251029119;2017;2;snow;snow02
861;snow.snow_20170226;5.59603462964001;2017;2;snow;snow02
946;snow.snow_20170226;7.31568808432343;2017;2;snow;snow02
950;snow.snow_20170226;10.7783784332608;2017;2;snow;snow02
1030;snow.snow_20170226;9.67822760245309;2017;2;snow;snow02
1032;snow.snow_20170226;9.67822760245309;2017;2;snow;snow02
1076;snow.snow_20170226;11.299388512457;2017;2;snow;snow02
1206;snow.snow_20170226;5.04782567126843;2017;2;snow;snow02
1367;snow.snow_20170226;5.59603462964001;2017;2;snow;snow02
2813;snow.snow_20170226;0.584684331568109;2017;2;snow;snow02
3222;snow.snow_20170226;13.9122529010054;2017;2;snow;snow02
3225;snow.snow_20170226;13.9122529010054;2017;2;snow;snow02
3379;snow.snow_20170226;2.14163336934206;2017;2;snow;snow02
4193;snow.snow_20170226;3.08603475875449;2017;2;snow;snow02
8560;snow.snow_20170226;5.04782567126843;2017;2;snow;snow02
9150;snow.snow_20170226;0;2017;2;snow;snow02
9646;snow.snow_20170226;5.59603462964001;2017;2;snow;snow02
187;snow.snow_20170227;8.96187598876023;2017;2;snow;snow02
617;snow.snow_20170227;1.09389494378594;2017;2;snow;snow02
657;snow.snow_20170227;9.42401407422982;2017;2;snow;snow02
853;snow.snow_20170227;10.6099084217914;2017;2;snow;snow02
861;snow.snow_20170227;3.82183901548829;2017;2;snow;snow02
946;snow.snow_20170227;5.47325338453903;2017;2;snow;snow02
950;snow.snow_20170227;8.96187598876023;2017;2;snow;snow02
1030;snow.snow_20170227;7.87324329199883;2017;2;snow;snow02
1032;snow.snow_20170227;7.87324329199883;2017;2;snow;snow02
1076;snow.snow_20170227;9.42401407422982;2017;2;snow;snow02
1206;snow.snow_20170227;3.50754321589152;2017;2;snow;snow02
1367;snow.snow_20170227;3.82183901548829;2017;2;snow;snow02
2813;snow.snow_20170227;0;2017;2;snow;snow02
3222;snow.snow_20170227;11.9479835937291;2017;2;snow;snow02
3225;snow.snow_20170227;11.9479835937291;2017;2;snow;snow02
3379;snow.snow_20170227;0;2017;2;snow;snow02
4193;snow.snow_20170227;1.09389494378594;2017;2;snow;snow02
8560;snow.snow_20170227;3.50754321589152;2017;2;snow;snow02
9150;snow.snow_20170227;0;2017;2;snow;snow02
9646;snow.snow_20170227;3.82183901548829;2017;2;snow;snow02
187;snow.snow_20170228;4.00410881975124;2017;2;snow;snow02
617;snow.snow_20170228;0;2017;2;snow;snow02
657;snow.snow_20170228;0;2017;2;snow;snow02
853;snow.snow_20170228;0;2017;2;snow;snow02
861;snow.snow_20170228;0;2017;2;snow;snow02
946;snow.snow_20170228;0;2017;2;snow;snow02
950;snow.snow_20170228;4.00410881975124;2017;2;snow;snow02
1030;snow.snow_20170228;0;2017;2;snow;snow02
1032;snow.snow_20170228;0;2017;2;snow;snow02
1076;snow.snow_20170228;0;2017;2;snow;snow02
1206;snow.snow_20170228;0;2017;2;snow;snow02
1367;snow.snow_20170228;0;2017;2;snow;snow02
2813;snow.snow_20170228;0;2017;2;snow;snow02
3222;snow.snow_20170228;5.2413874979551;2017;2;snow;snow02
3225;snow.snow_20170228;5.2413874979551;2017;2;snow;snow02
3379;snow.snow_20170228;0;2017;2;snow;snow02
4193;snow.snow_20170228;0;2017;2;snow;snow02
8560;snow.snow_20170228;0;2017;2;snow;snow02
9150;snow.snow_20170228;0;2017;2;snow;snow02
9646;snow.snow_20170228;0;2017;2;snow;snow02
187;snow.snow_20170301;0;2017;3;snow;snow03
617;snow.snow_20170301;0;2017;3;snow;snow03
657;snow.snow_20170301;0;2017;3;snow;snow03
853;snow.snow_20170301;0;2017;3;snow;snow03
861;snow.snow_20170301;0;2017;3;snow;snow03
946;snow.snow_20170301;0;2017;3;snow;snow03
950;snow.snow_20170301;0;2017;3;snow;snow03
1030;snow.snow_20170301;0;2017;3;snow;snow03
1032;snow.snow_20170301;0;2017;3;snow;snow03
1076;snow.snow_20170301;0;2017;3;snow;snow03
1206;snow.snow_20170301;0;2017;3;snow;snow03
1367;snow.snow_20170301;0;2017;3;snow;snow03
2813;snow.snow_20170301;0;2017;3;snow;snow03
3222;snow.snow_20170301;3.28702631205071;2017;3;snow;snow03
3225;snow.snow_20170301;3.28702631205071;2017;3;snow;snow03
3379;snow.snow_20170301;0;2017;3;snow;snow03
4193;snow.snow_20170301;0;2017;3;snow;snow03
8560;snow.snow_20170301;0;2017;3;snow;snow03
9150;snow.snow_20170301;0;2017;3;snow;snow03
9646;snow.snow_20170301;0;2017;3;snow;snow03
187;snow.snow_20170302;0;2017;3;snow;snow03
617;snow.snow_20170302;0;2017;3;snow;snow03
657;snow.snow_20170302;0;2017;3;snow;snow03
853;snow.snow_20170302;0;2017;3;snow;snow03
861;snow.snow_20170302;0;2017;3;snow;snow03
946;snow.snow_20170302;0;2017;3;snow;snow03
950;snow.snow_20170302;0;2017;3;snow;snow03
1030;snow.snow_20170302;0;2017;3;snow;snow03
1032;snow.snow_20170302;0;2017;3;snow;snow03
1076;snow.snow_20170302;0;2017;3;snow;snow03
1206;snow.snow_20170302;0;2017;3;snow;snow03
1367;snow.snow_20170302;0;2017;3;snow;snow03
2813;snow.snow_20170302;0;2017;3;snow;snow03
3222;snow.snow_20170302;0;2017;3;snow;snow03
3225;snow.snow_20170302;0;2017;3;snow;snow03
3379;snow.snow_20170302;0;2017;3;snow;snow03
4193;snow.snow_20170302;0;2017;3;snow;snow03
8560;snow.snow_20170302;0;2017;3;snow;snow03
9150;snow.snow_20170302;0;2017;3;snow;snow03
9646;snow.snow_20170302;0;2017;3;snow;snow03
187;snow.snow_20170303;0;2017;3;snow;snow03
617;snow.snow_20170303;1.08175976038373;2017;3;snow;snow03
657;snow.snow_20170303;0;2017;3;snow;snow03
